date,hawkish_dovish_score,uncertainty,forward_guidance_strength,topic_inflation,topic_growth,topic_financial_stability,topic_labor_market,topic_international,stocks_diffusion_index,bonds_diffusion_index,currency_diffusion_index,speech_count
2021-04-20,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-04-21,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-04-22,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-04-23,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-04-24,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-04-25,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-04-26,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-04-27,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-04-28,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-04-29,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-04-30,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-05-01,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-05-02,-65.0,55.0,80.0,80.0,40.0,5.0,60.0,10.0,100.0,0.0,0.0,0
2021-05-03,-40.0,40.0,10.0,10.0,40.0,5.0,80.0,5.0,100.0,0.0,0.0,1
2021-05-04,-60.0,45.0,70.0,55.0,80.0,5.0,85.0,25.0,100.0,0.0,0.0,1
2021-05-05,-25.0,55.0,35.0,55.0,80.0,25.0,75.0,5.0,100.0,0.0,0.0,1
2021-05-06,-25.0,55.0,35.0,55.0,80.0,25.0,75.0,5.0,100.0,0.0,0.0,0
2021-05-07,-25.0,55.0,35.0,55.0,80.0,25.0,75.0,5.0,100.0,0.0,0.0,0
2021-05-08,-25.0,55.0,35.0,55.0,80.0,25.0,75.0,5.0,100.0,0.0,0.0,0
2021-05-09,-25.0,55.0,35.0,55.0,80.0,25.0,75.0,5.0,100.0,0.0,0.0,0
2021-05-10,-25.0,55.0,35.0,55.0,80.0,25.0,75.0,5.0,100.0,0.0,0.0,0
2021-05-11,-32.5,42.5,30.0,35.0,32.5,37.5,45.0,30.0,75.0,25.0,25.0,2
2021-05-12,-60.0,55.0,80.0,70.0,65.0,5.0,75.0,5.0,100.0,0.0,0.0,1
2021-05-13,-60.0,55.0,60.0,80.0,70.0,25.0,75.0,5.0,100.0,0.0,0.0,1
2021-05-14,-60.0,55.0,60.0,80.0,70.0,25.0,75.0,5.0,100.0,0.0,0.0,0
2021-05-15,-60.0,55.0,60.0,80.0,70.0,25.0,75.0,5.0,100.0,0.0,0.0,0
2021-05-16,-60.0,55.0,60.0,80.0,70.0,25.0,75.0,5.0,100.0,0.0,0.0,0
2021-05-17,0.0,40.0,5.0,20.0,10.0,25.0,5.0,80.0,50.0,50.0,50.0,1
2021-05-18,0.0,40.0,5.0,20.0,10.0,25.0,5.0,80.0,50.0,50.0,50.0,0
2021-05-19,-5.0,45.0,25.0,0.0,40.0,90.0,10.0,25.0,100.0,0.0,0.0,1
2021-05-20,-5.0,45.0,25.0,0.0,40.0,90.0,10.0,25.0,100.0,0.0,0.0,0
2021-05-21,-5.0,45.0,25.0,0.0,40.0,90.0,10.0,25.0,100.0,0.0,0.0,0
2021-05-22,-5.0,45.0,25.0,0.0,40.0,90.0,10.0,25.0,100.0,0.0,0.0,0
2021-05-23,-5.0,45.0,25.0,0.0,40.0,90.0,10.0,25.0,100.0,0.0,0.0,0
2021-05-24,0.0,65.0,5.0,0.0,5.0,55.0,5.0,45.0,50.0,50.0,50.0,1
2021-05-25,0.0,65.0,5.0,0.0,5.0,55.0,5.0,45.0,50.0,50.0,50.0,0
2021-05-26,-5.0,47.5,35.0,40.0,45.0,60.0,37.5,42.5,75.0,75.0,75.0,2
2021-05-27,-5.0,47.5,35.0,40.0,45.0,60.0,37.5,42.5,75.0,75.0,75.0,0
2021-05-28,-5.0,47.5,35.0,40.0,45.0,60.0,37.5,42.5,75.0,75.0,75.0,0
2021-05-29,-5.0,47.5,35.0,40.0,45.0,60.0,37.5,42.5,75.0,75.0,75.0,0
2021-05-30,-5.0,47.5,35.0,40.0,45.0,60.0,37.5,42.5,75.0,75.0,75.0,0
2021-05-31,-5.0,47.5,35.0,40.0,45.0,60.0,37.5,42.5,75.0,75.0,75.0,0
2021-06-01,-65.0,65.0,55.0,75.0,70.0,5.0,80.0,0.0,100.0,0.0,0.0,1
2021-06-02,-65.0,65.0,55.0,75.0,70.0,5.0,80.0,0.0,100.0,0.0,0.0,0
2021-06-03,0.0,35.0,10.0,0.0,25.0,85.0,20.0,15.0,100.0,50.0,50.0,1
2021-06-04,0.0,35.0,10.0,0.0,25.0,85.0,20.0,15.0,100.0,50.0,50.0,0
2021-06-05,0.0,35.0,10.0,0.0,25.0,85.0,20.0,15.0,100.0,50.0,50.0,0
2021-06-06,0.0,35.0,10.0,0.0,25.0,85.0,20.0,15.0,100.0,50.0,50.0,0
2021-06-07,0.0,35.0,10.0,0.0,25.0,85.0,20.0,15.0,100.0,50.0,50.0,0
2021-06-08,0.0,35.0,10.0,0.0,25.0,85.0,20.0,15.0,100.0,50.0,50.0,0
2021-06-09,0.0,35.0,10.0,0.0,25.0,85.0,20.0,15.0,100.0,50.0,50.0,0
2021-06-10,0.0,35.0,10.0,0.0,25.0,85.0,20.0,15.0,100.0,50.0,50.0,0
2021-06-11,0.0,65.0,0.0,0.0,0.0,85.0,0.0,70.0,50.0,50.0,50.0,1
2021-06-12,0.0,65.0,0.0,0.0,0.0,85.0,0.0,70.0,50.0,50.0,50.0,0
2021-06-13,0.0,65.0,0.0,0.0,0.0,85.0,0.0,70.0,50.0,50.0,50.0,0
2021-06-14,0.0,65.0,0.0,0.0,0.0,85.0,0.0,70.0,50.0,50.0,50.0,0
2021-06-15,0.0,65.0,0.0,0.0,0.0,85.0,0.0,70.0,50.0,50.0,50.0,0
2021-06-16,0.0,65.0,0.0,0.0,0.0,85.0,0.0,70.0,50.0,50.0,50.0,0
2021-06-17,0.0,65.0,0.0,0.0,0.0,85.0,0.0,70.0,50.0,50.0,50.0,0
2021-06-18,0.0,65.0,0.0,0.0,0.0,85.0,0.0,70.0,50.0,50.0,50.0,0
2021-06-19,0.0,65.0,0.0,0.0,0.0,85.0,0.0,70.0,50.0,50.0,50.0,0
2021-06-20,0.0,65.0,0.0,0.0,0.0,85.0,0.0,70.0,50.0,50.0,50.0,0
2021-06-21,-40.0,55.0,65.0,70.0,75.0,25.0,65.0,5.0,100.0,0.0,0.0,1
2021-06-22,-40.0,45.0,35.0,55.0,65.0,45.0,60.0,5.0,100.0,0.0,0.0,1
2021-06-23,-10.0,55.0,15.0,45.0,60.0,10.0,70.0,0.0,100.0,0.0,50.0,1
2021-06-24,-10.0,55.0,15.0,45.0,60.0,10.0,70.0,0.0,100.0,0.0,50.0,0
2021-06-25,-10.0,55.0,15.0,45.0,60.0,10.0,70.0,0.0,100.0,0.0,50.0,0
2021-06-26,-10.0,55.0,15.0,45.0,60.0,10.0,70.0,0.0,100.0,0.0,50.0,0
2021-06-27,-10.0,55.0,15.0,45.0,60.0,10.0,70.0,0.0,100.0,0.0,50.0,0
2021-06-28,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,1
2021-06-29,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-06-30,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-07-01,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-07-02,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-07-03,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-07-04,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-07-05,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-07-06,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-07-07,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-07-08,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-07-09,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-07-10,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-07-11,0.0,65.0,5.0,5.0,5.0,70.0,0.0,35.0,50.0,50.0,50.0,0
2021-07-12,-20.0,40.0,10.0,80.0,20.0,0.0,0.0,25.0,100.0,0.0,0.0,1
2021-07-13,-20.0,40.0,10.0,80.0,20.0,0.0,0.0,25.0,100.0,0.0,0.0,0
2021-07-14,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,1
2021-07-15,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-16,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-17,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-18,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-19,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-20,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-21,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-22,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-23,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-24,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-25,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-26,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-27,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-28,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-29,-40.0,45.0,80.0,70.0,65.0,30.0,75.0,5.0,100.0,0.0,0.0,0
2021-07-30,-40.0,65.0,55.0,70.0,60.0,5.0,85.0,5.0,100.0,0.0,0.0,1
2021-07-31,-40.0,65.0,55.0,70.0,60.0,5.0,85.0,5.0,100.0,0.0,0.0,0
2021-08-01,-40.0,65.0,55.0,70.0,60.0,5.0,85.0,5.0,100.0,0.0,0.0,0
2021-08-02,-40.0,65.0,55.0,70.0,60.0,5.0,85.0,5.0,100.0,0.0,0.0,0
2021-08-03,-10.0,60.0,0.0,0.0,25.0,5.0,90.0,0.0,50.0,50.0,50.0,1
2021-08-04,35.0,55.0,70.0,80.0,70.0,5.0,65.0,5.0,0.0,100.0,100.0,1
2021-08-05,0.0,40.0,0.0,0.0,0.0,35.0,0.0,20.0,50.0,50.0,50.0,1
2021-08-06,0.0,40.0,0.0,0.0,0.0,35.0,0.0,20.0,50.0,50.0,50.0,0
2021-08-07,0.0,40.0,0.0,0.0,0.0,35.0,0.0,20.0,50.0,50.0,50.0,0
2021-08-08,0.0,40.0,0.0,0.0,0.0,35.0,0.0,20.0,50.0,50.0,50.0,0
2021-08-09,0.0,40.0,0.0,0.0,0.0,35.0,0.0,20.0,50.0,50.0,50.0,0
2021-08-10,0.0,40.0,0.0,0.0,0.0,35.0,0.0,20.0,50.0,50.0,50.0,0
2021-08-11,0.0,40.0,0.0,0.0,0.0,35.0,0.0,20.0,50.0,50.0,50.0,0
2021-08-12,0.0,40.0,0.0,0.0,0.0,35.0,0.0,20.0,50.0,50.0,50.0,0
2021-08-13,0.0,40.0,0.0,0.0,0.0,35.0,0.0,20.0,50.0,50.0,50.0,0
2021-08-14,0.0,40.0,0.0,0.0,0.0,35.0,0.0,20.0,50.0,50.0,50.0,0
2021-08-15,0.0,40.0,0.0,0.0,0.0,35.0,0.0,20.0,50.0,50.0,50.0,0
2021-08-16,0.0,40.0,0.0,0.0,0.0,35.0,0.0,20.0,50.0,50.0,50.0,0
2021-08-17,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,1
2021-08-18,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0
2021-08-19,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0
2021-08-20,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0
2021-08-21,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0
2021-08-22,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0
2021-08-23,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0
2021-08-24,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0
2021-08-25,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0
2021-08-26,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0
2021-08-27,-20.0,65.0,65.0,80.0,60.0,10.0,75.0,10.0,100.0,0.0,0.0,1
2021-08-28,-20.0,65.0,65.0,80.0,60.0,10.0,75.0,10.0,100.0,0.0,0.0,0
2021-08-29,-20.0,65.0,65.0,80.0,60.0,10.0,75.0,10.0,100.0,0.0,0.0,0
2021-08-30,-20.0,65.0,65.0,80.0,60.0,10.0,75.0,10.0,100.0,0.0,0.0,0
2021-08-31,-20.0,65.0,65.0,80.0,60.0,10.0,75.0,10.0,100.0,0.0,0.0,0
2021-09-01,-20.0,65.0,65.0,80.0,60.0,10.0,75.0,10.0,100.0,0.0,0.0,0
2021-09-02,-20.0,65.0,65.0,80.0,60.0,10.0,75.0,10.0,100.0,0.0,0.0,0
2021-09-03,-20.0,65.0,65.0,80.0,60.0,10.0,75.0,10.0,100.0,0.0,0.0,0
2021-09-04,-20.0,65.0,65.0,80.0,60.0,10.0,75.0,10.0,100.0,0.0,0.0,0
2021-09-05,-20.0,65.0,65.0,80.0,60.0,10.0,75.0,10.0,100.0,0.0,0.0,0
2021-09-06,-20.0,65.0,65.0,80.0,60.0,10.0,75.0,10.0,100.0,0.0,0.0,0
2021-09-07,-20.0,65.0,65.0,80.0,60.0,10.0,75.0,10.0,100.0,0.0,0.0,0
2021-09-08,15.0,55.0,60.0,70.0,65.0,5.0,75.0,10.0,50.0,100.0,100.0,1
2021-09-09,0.0,55.0,0.0,0.0,7.5,10.0,10.0,0.0,50.0,50.0,50.0,2
2021-09-10,0.0,55.0,0.0,0.0,7.5,10.0,10.0,0.0,50.0,50.0,50.0,0
2021-09-11,0.0,55.0,0.0,0.0,7.5,10.0,10.0,0.0,50.0,50.0,50.0,0
2021-09-12,0.0,55.0,0.0,0.0,7.5,10.0,10.0,0.0,50.0,50.0,50.0,0
2021-09-13,0.0,55.0,0.0,0.0,7.5,10.0,10.0,0.0,50.0,50.0,50.0,0
2021-09-14,0.0,55.0,0.0,0.0,7.5,10.0,10.0,0.0,50.0,50.0,50.0,0
2021-09-15,0.0,55.0,0.0,0.0,7.5,10.0,10.0,0.0,50.0,50.0,50.0,0
2021-09-16,0.0,55.0,0.0,0.0,7.5,10.0,10.0,0.0,50.0,50.0,50.0,0
2021-09-17,0.0,55.0,0.0,0.0,7.5,10.0,10.0,0.0,50.0,50.0,50.0,0
2021-09-18,0.0,55.0,0.0,0.0,7.5,10.0,10.0,0.0,50.0,50.0,50.0,0
2021-09-19,0.0,55.0,0.0,0.0,7.5,10.0,10.0,0.0,50.0,50.0,50.0,0
