date,hawkish_dovish_score,uncertainty,forward_guidance_strength,topic_inflation,topic_growth,topic_financial_stability,topic_labor_market,topic_international,stocks_diffusion_index,bonds_diffusion_index,currency_diffusion_index,speech_count
2022-02-24,45.0,60.0,65.0,95.0,55.0,45.0,70.0,35.0,0.0,100.0,100.0,1
2022-03-10,25.0,75.0,70.0,95.0,70.0,55.0,45.0,80.0,0.0,100.0,100.0,1
2022-03-14,0.0,40.0,10.0,0.0,0.0,40.0,0.0,20.0,50.0,50.0,50.0,1
2022-03-15,20.0,70.0,70.0,70.0,60.0,35.0,20.0,65.0,100.0,100.0,50.0,1
2022-03-22,0.0,40.0,0.0,5.0,5.0,90.0,0.0,40.0,50.0,50.0,50.0,1
2022-03-24,35.0,70.0,70.0,80.0,55.0,45.0,30.0,40.0,0.0,100.0,100.0,1
2022-03-30,7.5,67.5,37.5,40.0,35.0,32.5,12.5,42.5,75.0,75.0,50.0,2
2022-03-31,10.0,70.0,65.0,80.0,65.0,60.0,35.0,45.0,50.0,100.0,100.0,1
2022-04-02,55.0,65.0,65.0,95.0,65.0,25.0,55.0,60.0,0.0,100.0,100.0,1
2022-04-06,-20.0,67.5,17.5,37.5,45.0,62.5,7.5,60.0,75.0,25.0,25.0,2
2022-04-08,0.0,65.0,15.0,5.0,5.0,85.0,0.0,25.0,50.0,50.0,50.0,1
2022-04-21,10.0,70.0,45.0,80.0,65.0,55.0,25.0,75.0,50.0,100.0,100.0,1
2022-04-22,0.0,65.0,0.0,5.0,40.0,5.0,0.0,95.0,50.0,50.0,50.0,1
2022-04-25,0.0,35.0,20.0,5.0,5.0,90.0,0.0,40.0,50.0,50.0,50.0,1
2022-04-27,2.5,62.5,12.5,27.5,10.0,20.0,0.0,37.5,50.0,50.0,50.0,2
2022-04-28,15.0,70.0,65.0,75.0,65.0,55.0,20.0,60.0,50.0,100.0,100.0,1
2022-05-05,15.0,75.0,45.0,90.0,70.0,35.0,55.0,60.0,50.0,100.0,100.0,1
2022-05-11,57.5,55.0,72.5,90.0,45.0,27.5,35.0,62.5,0.0,100.0,100.0,2
2022-05-16,0.0,40.0,10.0,5.0,5.0,40.0,0.0,35.0,50.0,50.0,50.0,1
2022-05-19,40.0,70.0,65.0,80.0,60.0,85.0,5.0,40.0,0.0,100.0,100.0,1
2022-05-25,10.0,80.0,65.0,80.0,75.0,60.0,5.0,40.0,50.0,100.0,100.0,1
2022-06-01,0.0,50.0,0.0,12.5,17.5,52.5,0.0,32.5,50.0,50.0,50.0,2
2022-06-11,0.0,60.0,0.0,0.0,5.0,60.0,0.0,5.0,50.0,50.0,50.0,1
2022-06-14,20.0,65.0,55.0,65.0,45.0,95.0,0.0,25.0,100.0,0.0,100.0,1
2022-06-15,0.0,55.0,35.0,0.0,5.0,80.0,0.0,60.0,50.0,50.0,50.0,1
2022-06-20,65.0,55.0,90.0,95.0,60.0,55.0,35.0,40.0,0.0,100.0,100.0,1
2022-06-22,0.0,40.0,25.0,0.0,5.0,80.0,0.0,20.0,50.0,50.0,50.0,1
2022-06-28,55.0,65.0,80.0,95.0,65.0,75.0,55.0,60.0,0.0,100.0,100.0,1
2022-07-01,10.0,65.0,80.0,75.0,65.0,80.0,5.0,70.0,100.0,100.0,100.0,1
2022-07-04,55.0,55.0,85.0,90.0,60.0,75.0,25.0,40.0,0.0,100.0,100.0,1
2022-08-27,80.0,65.0,55.0,95.0,55.0,25.0,35.0,70.0,0.0,100.0,100.0,1
2022-08-29,40.0,70.0,55.0,95.0,65.0,45.0,35.0,40.0,0.0,100.0,100.0,1
2022-09-08,80.0,55.0,70.0,100.0,70.0,35.0,40.0,45.0,0.0,100.0,100.0,1
2022-09-12,55.0,55.0,65.0,80.0,20.0,5.0,10.0,15.0,0.0,100.0,100.0,1
2022-09-14,65.0,55.0,65.0,90.0,35.0,55.0,25.0,20.0,0.0,100.0,100.0,1
2022-09-15,65.0,65.0,45.0,95.0,70.0,80.0,5.0,40.0,0.0,100.0,100.0,1
2022-09-20,70.0,55.0,70.0,95.0,55.0,25.0,15.0,60.0,0.0,100.0,100.0,1
2022-09-26,32.5,55.0,37.5,50.0,32.5,57.5,17.5,32.5,25.0,75.0,75.0,2
2022-09-28,55.0,45.0,65.0,80.0,30.0,20.0,0.0,25.0,0.0,100.0,100.0,1
2022-09-29,5.0,51.666666666666664,26.666666666666668,21.666666666666668,18.333333333333332,58.333333333333336,1.6666666666666667,13.333333333333334,50.0,66.66666666666666,66.66666666666666,3
2022-09-30,65.0,70.0,65.0,95.0,65.0,20.0,80.0,25.0,0.0,100.0,100.0,1
2022-10-11,40.0,65.0,55.0,80.0,45.0,55.0,10.0,55.0,0.0,100.0,100.0,1
2022-10-14,55.0,65.0,70.0,90.0,70.0,60.0,25.0,65.0,0.0,100.0,100.0,1
2022-10-27,65.0,55.0,55.0,95.0,55.0,35.0,20.0,25.0,0.0,100.0,100.0,1
2022-11-03,10.0,80.0,40.0,90.0,80.0,75.0,30.0,60.0,100.0,0.0,50.0,1
2022-11-04,57.5,57.5,55.0,92.5,57.5,25.0,22.5,50.0,0.0,100.0,100.0,2
2022-11-07,0.0,40.0,5.0,0.0,5.0,25.0,0.0,40.0,50.0,50.0,50.0,1
2022-11-09,0.0,40.0,20.0,0.0,0.0,25.0,0.0,20.0,50.0,50.0,50.0,1
2022-11-11,0.0,40.0,0.0,10.0,70.0,15.0,5.0,60.0,50.0,50.0,50.0,1
2022-11-14,17.5,72.5,47.5,87.5,75.0,52.5,37.5,35.0,50.0,50.0,50.0,2
2022-11-15,55.0,65.0,55.0,80.0,45.0,85.0,0.0,25.0,0.0,100.0,100.0,1
2022-11-16,0.0,70.0,5.0,45.0,30.0,15.0,0.0,35.0,50.0,50.0,50.0,1
2022-11-18,70.0,65.0,70.0,90.0,55.0,45.0,5.0,60.0,0.0,100.0,100.0,1
2022-11-24,75.0,55.0,70.0,95.0,55.0,45.0,35.0,30.0,0.0,100.0,100.0,1
2022-11-28,65.0,55.0,65.0,95.0,65.0,20.0,35.0,40.0,0.0,100.0,100.0,1
2022-12-01,0.0,40.0,10.0,5.0,0.0,40.0,0.0,20.0,50.0,50.0,50.0,1
2022-12-07,0.0,35.0,10.0,5.0,5.0,85.0,0.0,25.0,50.0,50.0,50.0,1
2022-12-08,5.0,55.0,5.0,25.0,20.0,95.0,0.0,15.0,50.0,50.0,50.0,1
2022-12-15,75.0,55.0,80.0,100.0,65.0,45.0,40.0,35.0,0.0,100.0,100.0,1
2023-01-10,65.0,35.0,65.0,80.0,40.0,25.0,0.0,20.0,0.0,100.0,100.0,1
2023-01-23,35.0,47.5,50.0,40.0,25.0,10.0,0.0,40.0,25.0,75.0,75.0,2
2023-02-02,75.0,45.0,90.0,95.0,70.0,35.0,40.0,45.0,0.0,100.0,100.0,1
2023-02-15,65.0,40.0,80.0,90.0,55.0,20.0,40.0,35.0,0.0,100.0,100.0,1
2023-02-16,15.0,70.0,52.5,82.5,60.0,50.0,32.5,35.0,50.0,50.0,50.0,2
2023-03-02,55.0,55.0,45.0,65.0,10.0,80.0,0.0,15.0,0.0,100.0,100.0,1
2023-03-06,55.0,70.0,65.0,95.0,35.0,10.0,65.0,20.0,0.0,100.0,100.0,1
2023-03-08,0.0,50.0,0.0,0.0,2.5,40.0,5.0,65.0,50.0,50.0,50.0,2
2023-03-16,40.0,65.0,45.0,95.0,60.0,70.0,35.0,30.0,50.0,100.0,100.0,1
2023-03-20,55.0,65.0,45.0,90.0,60.0,55.0,35.0,25.0,0.0,100.0,100.0,1
2023-03-22,22.5,77.5,45.0,87.5,50.0,67.5,52.5,45.0,50.0,50.0,50.0,2
2023-03-27,2.5,52.5,15.0,12.5,7.5,42.5,0.0,17.5,50.0,75.0,50.0,2
2023-04-01,25.0,65.0,35.0,85.0,55.0,80.0,35.0,25.0,50.0,50.0,50.0,1
2023-04-14,35.0,65.0,45.0,80.0,60.0,55.0,40.0,65.0,0.0,100.0,100.0,1
2023-04-17,5.0,65.0,10.0,35.0,30.0,15.0,0.0,95.0,50.0,50.0,50.0,1
2023-04-19,55.0,45.0,60.0,80.0,65.0,45.0,20.0,25.0,0.0,100.0,100.0,1
2023-04-21,0.0,35.0,25.0,10.0,5.0,80.0,0.0,40.0,50.0,50.0,50.0,1
2023-04-24,0.0,62.5,10.0,10.0,22.5,15.0,2.5,52.5,50.0,50.0,50.0,2
2023-05-04,55.0,55.0,60.0,95.0,55.0,45.0,50.0,25.0,0.0,100.0,100.0,1
2023-05-05,0.0,40.0,25.0,5.0,10.0,60.0,0.0,25.0,50.0,50.0,50.0,1
2023-05-16,0.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,50.0,50.0,1
2023-05-17,15.0,60.0,10.0,45.0,35.0,95.0,0.0,25.0,50.0,50.0,50.0,1
2023-05-19,55.0,45.0,65.0,70.0,25.0,95.0,5.0,20.0,0.0,100.0,100.0,1
2023-05-23,0.0,40.0,0.0,0.0,15.0,95.0,0.0,25.0,50.0,50.0,50.0,1
2023-05-24,5.0,40.0,20.0,25.0,10.0,15.0,0.0,35.0,50.0,50.0,50.0,1
2023-05-25,55.0,60.0,65.0,85.0,45.0,70.0,5.0,25.0,0.0,100.0,100.0,1
2023-06-01,37.5,60.0,35.0,75.0,45.0,65.0,42.5,20.0,25.0,75.0,75.0,2
2023-06-05,55.0,55.0,65.0,90.0,60.0,55.0,35.0,20.0,0.0,100.0,100.0,1
2023-06-07,0.0,40.0,0.0,10.0,20.0,80.0,0.0,30.0,50.0,50.0,50.0,1
2023-06-09,0.0,25.0,5.0,0.0,5.0,95.0,0.0,40.0,50.0,50.0,50.0,1
2023-06-15,70.0,55.0,80.0,95.0,60.0,45.0,80.0,35.0,0.0,100.0,100.0,1
2023-06-16,70.0,35.0,80.0,95.0,45.0,5.0,60.0,5.0,0.0,100.0,100.0,1
2023-06-19,75.0,70.0,75.0,100.0,45.0,25.0,70.0,35.0,0.0,100.0,100.0,1
2023-06-22,0.0,65.0,5.0,0.0,0.0,95.0,0.0,60.0,50.0,50.0,50.0,1
2023-06-23,0.0,37.5,7.5,5.0,2.5,47.5,0.0,52.5,50.0,50.0,50.0,2
2023-06-27,75.0,60.0,70.0,95.0,45.0,10.0,70.0,20.0,0.0,100.0,100.0,1
2023-07-07,55.0,65.0,65.0,95.0,55.0,25.0,60.0,30.0,0.0,100.0,100.0,1
2023-07-12,40.0,55.0,45.0,65.0,55.0,70.0,5.0,25.0,0.0,100.0,100.0,1
2023-07-17,0.0,60.0,0.0,10.0,40.0,5.0,0.0,90.0,50.0,50.0,50.0,1
2023-07-27,35.0,55.0,55.0,95.0,65.0,35.0,40.0,30.0,50.0,50.0,50.0,1
2023-08-03,-20.0,65.0,55.0,85.0,70.0,35.0,45.0,25.0,100.0,0.0,0.0,1
2023-08-25,55.0,75.0,65.0,80.0,35.0,10.0,55.0,60.0,0.0,100.0,100.0,1
2023-09-14,35.0,45.0,70.0,95.0,70.0,25.0,45.0,30.0,100.0,0.0,100.0,1
2023-09-21,27.5,55.0,42.5,57.5,55.0,17.5,45.0,52.5,75.0,25.0,75.0,2
2023-09-25,25.0,40.0,65.0,80.0,55.0,15.0,35.0,10.0,100.0,0.0,50.0,1
2023-09-29,5.0,40.0,20.0,25.0,30.0,60.0,0.0,25.0,50.0,50.0,50.0,1
2023-10-04,30.0,62.5,60.0,75.0,42.5,35.0,32.5,30.0,100.0,0.0,75.0,2
2023-10-14,25.0,55.0,65.0,80.0,65.0,60.0,45.0,70.0,100.0,0.0,50.0,1
2023-10-17,10.0,55.0,25.0,40.0,40.0,95.0,0.0,10.0,50.0,50.0,50.0,1
2023-10-25,7.5,52.5,32.5,45.0,45.0,20.0,27.5,25.0,75.0,25.0,50.0,2
2023-10-30,15.0,55.0,60.0,80.0,65.0,25.0,45.0,35.0,100.0,0.0,50.0,1
2023-11-02,40.0,70.0,55.0,95.0,45.0,25.0,65.0,35.0,0.0,100.0,100.0,1
2023-11-09,-5.0,65.0,25.0,25.0,30.0,80.0,0.0,10.0,50.0,50.0,50.0,1
2023-11-13,25.0,55.0,55.0,85.0,65.0,80.0,35.0,25.0,100.0,0.0,100.0,1
2023-11-14,0.0,70.0,0.0,5.0,10.0,60.0,0.0,25.0,50.0,50.0,50.0,1
2023-11-16,5.0,55.0,5.0,20.0,25.0,95.0,10.0,15.0,50.0,50.0,50.0,1
2023-11-17,0.0,40.0,0.0,0.0,40.0,30.0,5.0,35.0,50.0,50.0,50.0,1
2023-11-21,25.0,55.0,65.0,95.0,20.0,5.0,45.0,5.0,50.0,50.0,50.0,1
2023-11-22,10.0,65.0,35.0,35.0,20.0,60.0,0.0,10.0,50.0,50.0,50.0,1
2023-11-27,25.0,65.0,55.0,80.0,55.0,10.0,35.0,25.0,50.0,50.0,50.0,1
2023-11-30,5.0,30.0,5.0,25.0,20.0,85.0,0.0,10.0,50.0,50.0,50.0,1
2023-12-07,0.0,30.0,25.0,0.0,0.0,90.0,0.0,10.0,50.0,50.0,50.0,1
2024-01-10,15.0,55.0,55.0,80.0,65.0,45.0,40.0,20.0,50.0,50.0,50.0,1
2024-02-08,-10.0,65.0,40.0,95.0,35.0,5.0,45.0,25.0,100.0,0.0,0.0,1
2024-02-14,10.0,65.0,55.0,80.0,65.0,70.0,40.0,25.0,100.0,0.0,0.0,1
2024-02-16,40.0,45.0,55.0,45.0,80.0,35.0,25.0,40.0,0.0,100.0,100.0,1
2024-02-26,10.0,55.0,35.0,70.0,55.0,10.0,35.0,60.0,50.0,50.0,50.0,1
2024-03-07,5.0,45.0,65.0,90.0,70.0,25.0,45.0,35.0,100.0,0.0,0.0,1
2024-03-12,5.0,85.0,10.0,35.0,40.0,95.0,0.0,35.0,50.0,50.0,50.0,1
2024-03-14,5.0,60.0,31.666666666666668,13.333333333333334,18.333333333333332,55.0,0.0,25.0,33.33333333333333,66.66666666666666,66.66666666666666,3
2024-03-20,-20.0,65.0,70.0,95.0,45.0,5.0,70.0,15.0,100.0,0.0,0.0,1
2024-03-21,0.0,55.0,5.0,5.0,25.0,90.0,0.0,30.0,50.0,50.0,50.0,1
2024-03-22,0.0,60.0,0.0,0.0,5.0,90.0,0.0,40.0,50.0,50.0,50.0,1
2024-03-27,-20.0,50.0,42.5,40.0,42.5,57.5,40.0,32.5,75.0,25.0,25.0,2
2024-04-11,-10.0,55.0,55.0,90.0,65.0,20.0,40.0,35.0,100.0,0.0,0.0,1
2024-04-12,0.0,75.0,5.0,10.0,25.0,45.0,0.0,20.0,50.0,50.0,50.0,1
2024-04-15,-25.0,55.0,60.0,95.0,45.0,5.0,65.0,20.0,100.0,0.0,0.0,1
2024-04-17,5.0,80.0,15.0,85.0,35.0,15.0,40.0,35.0,50.0,50.0,50.0,1
2024-04-18,-10.0,55.0,55.0,80.0,60.0,55.0,25.0,20.0,100.0,0.0,0.0,1
2024-04-19,-15.0,55.0,55.0,80.0,65.0,55.0,40.0,70.0,100.0,0.0,0.0,1
2024-04-22,0.0,60.0,0.0,0.0,65.0,5.0,0.0,70.0,50.0,50.0,50.0,1
2024-04-24,0.0,40.0,10.0,0.0,20.0,40.0,0.0,50.0,50.0,50.0,50.0,1
2024-04-29,-10.0,65.0,45.0,90.0,65.0,60.0,45.0,55.0,100.0,0.0,0.0,1
2024-04-30,0.0,40.0,0.0,5.0,10.0,90.0,0.0,60.0,50.0,50.0,50.0,1
2024-05-02,-10.0,65.0,55.0,90.0,70.0,55.0,35.0,30.0,100.0,0.0,0.0,1
2024-05-26,-20.0,55.0,35.0,45.0,40.0,35.0,5.0,20.0,100.0,0.0,0.0,1
2024-05-27,-25.0,55.0,65.0,95.0,55.0,10.0,70.0,20.0,100.0,0.0,0.0,1
2024-05-28,5.0,65.0,25.0,55.0,35.0,80.0,5.0,25.0,50.0,50.0,50.0,1
2024-06-04,0.0,40.0,0.0,0.0,10.0,90.0,0.0,20.0,50.0,50.0,50.0,1
2024-06-07,-5.0,57.5,15.0,40.0,32.5,65.0,10.0,27.5,75.0,25.0,50.0,2
2024-06-11,-11.666666666666666,70.0,21.666666666666668,46.666666666666664,28.333333333333332,60.0,23.333333333333332,16.666666666666668,66.66666666666666,33.33333333333333,33.33333333333333,3
2024-06-12,0.0,65.0,5.0,15.0,20.0,90.0,0.0,25.0,50.0,50.0,50.0,1
2024-06-14,5.0,80.0,35.0,55.0,35.0,25.0,0.0,70.0,100.0,0.0,0.0,1
2024-06-18,0.0,40.0,0.0,10.0,40.0,80.0,0.0,35.0,50.0,50.0,50.0,1
2024-06-26,0.0,55.0,5.0,55.0,35.0,45.0,15.0,20.0,50.0,50.0,50.0,1
2024-06-27,0.0,40.0,0.0,0.0,0.0,70.0,0.0,10.0,50.0,50.0,50.0,1
2024-07-01,-10.0,70.0,35.0,90.0,55.0,10.0,60.0,15.0,100.0,0.0,0.0,1
2024-07-04,0.0,80.0,0.0,25.0,35.0,35.0,30.0,15.0,50.0,50.0,50.0,1
2024-07-05,0.0,40.0,0.0,0.0,0.0,40.0,0.0,25.0,50.0,50.0,50.0,1
2024-07-18,10.0,60.0,35.0,85.0,65.0,25.0,55.0,35.0,50.0,50.0,50.0,1
2024-07-23,0.0,60.0,0.0,5.0,5.0,10.0,5.0,20.0,50.0,50.0,50.0,1
2024-08-24,25.0,55.0,55.0,85.0,65.0,55.0,55.0,45.0,50.0,50.0,50.0,1
2024-08-30,15.0,70.0,45.0,95.0,55.0,25.0,70.0,45.0,100.0,0.0,0.0,1
2024-09-04,0.0,40.0,0.0,0.0,0.0,85.0,0.0,40.0,50.0,50.0,50.0,1
2024-09-06,0.0,60.0,5.0,5.0,10.0,60.0,0.0,15.0,50.0,50.0,50.0,1
2024-09-18,0.0,60.0,0.0,0.0,5.0,60.0,0.0,25.0,50.0,50.0,50.0,1
2024-09-23,0.0,40.0,0.0,0.0,5.0,60.0,0.0,5.0,50.0,50.0,50.0,1
2024-09-27,0.0,40.0,10.0,5.0,10.0,35.0,0.0,60.0,50.0,50.0,50.0,1
2024-09-30,-25.0,55.0,45.0,80.0,65.0,25.0,40.0,20.0,100.0,100.0,0.0,1
2024-10-01,0.0,70.0,0.0,35.0,10.0,35.0,10.0,5.0,50.0,50.0,50.0,1
2024-10-02,-12.5,42.5,15.0,25.0,85.0,10.0,42.5,60.0,100.0,0.0,25.0,2
2024-10-04,0.0,60.0,45.0,10.0,10.0,70.0,0.0,10.0,50.0,50.0,50.0,1
2024-10-07,0.0,55.0,5.0,0.0,5.0,40.0,0.0,20.0,50.0,50.0,50.0,1
2024-10-08,0.0,65.0,0.0,20.0,25.0,95.0,0.0,40.0,50.0,50.0,50.0,1
2024-10-16,0.0,60.0,0.0,0.0,25.0,0.0,20.0,40.0,50.0,50.0,50.0,1
2024-10-17,0.0,40.0,0.0,0.0,0.0,70.0,0.0,5.0,50.0,50.0,50.0,1
2024-10-24,-25.0,40.0,45.0,95.0,10.0,5.0,40.0,15.0,100.0,0.0,0.0,1
2024-10-25,-10.0,52.5,22.5,42.5,40.0,77.5,22.5,57.5,75.0,25.0,25.0,2
2024-10-28,-7.5,52.5,20.0,40.0,42.5,60.0,17.5,37.5,75.0,25.0,25.0,2
2024-11-04,0.0,65.0,0.0,0.0,25.0,90.0,0.0,40.0,50.0,50.0,50.0,1
2024-11-05,0.0,40.0,0.0,15.0,20.0,0.0,0.0,40.0,50.0,50.0,50.0,1
2024-11-06,-17.5,47.5,17.5,42.5,47.5,52.5,10.0,22.5,75.0,25.0,25.0,2
2024-11-07,5.0,55.0,35.0,10.0,10.0,70.0,0.0,15.0,100.0,0.0,100.0,1
2024-11-18,0.0,75.0,10.0,60.0,57.5,60.0,22.5,40.0,75.0,25.0,25.0,2
2024-11-19,0.0,65.0,10.0,10.0,15.0,70.0,0.0,25.0,50.0,50.0,50.0,1
2024-11-21,0.0,60.0,0.0,0.0,0.0,70.0,5.0,40.0,50.0,50.0,50.0,1
2024-11-28,0.0,65.0,5.0,25.0,20.0,15.0,5.0,35.0,50.0,50.0,50.0,1
2024-12-04,-20.0,60.0,25.0,70.0,65.0,10.0,40.0,45.0,100.0,0.0,0.0,1
2024-12-05,0.0,40.0,0.0,0.0,35.0,90.0,0.0,25.0,50.0,50.0,50.0,1
2024-12-12,-40.0,55.0,35.0,85.0,70.0,35.0,45.0,40.0,100.0,100.0,0.0,1
2024-12-16,-22.5,62.5,55.0,87.5,62.5,15.0,25.0,45.0,75.0,50.0,50.0,2
2024-12-17,0.0,65.0,5.0,5.0,35.0,95.0,10.0,60.0,50.0,50.0,50.0,1
2024-12-18,-25.0,65.0,40.0,85.0,70.0,10.0,45.0,35.0,100.0,0.0,0.0,1
2025-01-15,-35.0,75.0,60.0,80.0,75.0,60.0,35.0,55.0,100.0,100.0,0.0,1
2025-01-27,5.0,60.0,5.0,55.0,20.0,15.0,0.0,35.0,50.0,50.0,50.0,1
2025-01-30,-40.0,55.0,35.0,85.0,65.0,25.0,45.0,35.0,100.0,0.0,0.0,1
2025-02-05,-25.0,60.0,35.0,85.0,65.0,25.0,45.0,35.0,100.0,0.0,0.0,1
2025-02-10,-25.0,55.0,35.0,70.0,65.0,10.0,30.0,40.0,100.0,0.0,0.0,1
2025-02-12,0.0,40.0,15.0,10.0,5.0,70.0,0.0,10.0,50.0,50.0,50.0,1
2025-02-18,-25.0,65.0,45.0,70.0,75.0,65.0,10.0,30.0,100.0,0.0,0.0,1
